flight_number,airline_name,departure_airport,departure_city,departure_country,arrival_airport,arrival_city,duration_hours,departure_time,arrival_time
QF8711,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,7,2/7/2022,5/26/2022
WN2849,Southwest Airlines,Los Angeles International,Los Angeles,USA,O'Hare International,Chicago,7,11/13/2022,6/7/2022
AI7555,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,3,6/12/2022,8/24/2022
SK4004,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Leonardo da Vinci International,Rome,1,9/10/2022,2/15/2022
AF8267,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,11,8/14/2022,6/5/2022
BA3679,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,24,6/14/2022,10/6/2022
UA7792,United Airlines,Los Angeles International,Los Angeles,USA,Dallas/Fort Worth International,Dallas,9,6/16/2022,7/13/2022
QF3865,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,7,10/10/2022,2/1/2022
AV5400,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,15,11/17/2022,3/9/2022
AC7018,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,8,8/13/2022,2/18/2022
NH8164,All Nippon Airways,Haneda,Tokyo,Japan,Leonardo da Vinci International,Rome,18,6/27/2022,4/19/2022
IB7760,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,23,12/24/2022,3/24/2022
KL7370,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,18,2/12/2022,3/30/2022
AZ9450,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,11,1/2/2022,6/22/2022
LA8264,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,22,4/29/2022,11/24/2022
QR9262,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,3,2/12/2022,2/20/2022
NZ8553,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,14,2/10/2022,5/27/2022
KE2208,Korean Air,Incheon International,Seoul,South Korea,Changi,Singapore,7,3/11/2022,1/24/2022
AM6207,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Incheon International,Seoul,19,5/31/2022,9/7/2022
SA4317,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Vancouver International,Vancouver,10,5/24/2022,6/14/2022
AV1860,Avianca,El Dorado International,Bogotá,Colombia,Auckland Airport,Auckland,20,12/12/2022,2/10/2022
NZ7721,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,11,5/2/2022,6/15/2022
QR3251,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,24,6/21/2022,5/5/2022
SK3209,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,18,9/19/2022,12/5/2022
KL5908,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,2,10/10/2022,11/9/2022
TG3165,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Indira Gandhi International,Delhi,7,6/30/2022,5/8/2022
QR5811,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,17,8/8/2022,11/25/2022
AV3127,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,1,10/13/2022,2/13/2022
AC5771,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,2,5/23/2022,9/19/2022
UA8275,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,4,3/19/2022,12/10/2022
IB8996,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,11,5/7/2022,7/5/2022
AV4401,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,17,6/11/2022,6/21/2022
AC3744,Air Canada,Toronto Pearson,Toronto,Canada,Arturo Merino Benítez International,Santiago,19,3/29/2022,6/26/2022
ET3891,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Miami International,Miami,9,4/5/2022,4/25/2022
WN9242,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,24,12/20/2022,12/21/2022
QF2703,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,8,9/23/2022,9/4/2022
NH3973,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,2,4/26/2022,2/28/2022
WN2403,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,13,10/6/2022,1/25/2022
KE9516,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,10,2/19/2022,5/4/2022
SQ3887,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,20,7/19/2022,4/23/2022
NZ9438,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,2,1/13/2022,1/20/2022
NZ6776,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,18,3/29/2022,4/19/2022
AC2767,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,19,7/2/2022,3/16/2022
NZ9099,Air New Zealand,Auckland Airport,Auckland,New Zealand,Jomo Kenyatta International,Nairobi,16,8/4/2022,8/25/2022
SA9162,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,8,3/10/2022,1/12/2022
NH5355,All Nippon Airways,Haneda,Tokyo,Japan,Cape Town International,Cape Town,2,3/4/2022,4/11/2022
TG9120,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Vancouver International,Vancouver,20,9/4/2022,6/4/2022
UA7542,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,12,9/29/2022,4/7/2022
ET9488,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,12,6/22/2022,1/17/2022
TG9997,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,5,8/20/2022,5/10/2022
DL1309,Delta Air Lines,John F. Kennedy International,New York,USA,Denver International,Denver,2,10/9/2022,11/11/2022
AI8431,Air India,Indira Gandhi International,Delhi,India,Arturo Merino Benítez International,Santiago,15,2/9/2022,8/23/2022
EK8084,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,19,9/10/2022,4/3/2022
ET3206,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,3,7/21/2022,9/5/2022
CX8812,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,9,7/30/2022,2/5/2022
AV4715,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,9,8/30/2022,5/6/2022
AA1986,American Airlines,John F. Kennedy International,New York,USA,Suvarnabhumi,Bangkok,14,10/19/2022,3/29/2022
SK3409,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Vienna International,Vienna,3,8/5/2022,1/19/2022
IB6339,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Auckland Airport,Auckland,19,9/11/2022,12/30/2022
SK7218,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Ministro Pistarini International,Buenos Aires,22,10/17/2022,4/15/2022
AF5759,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,15,2/17/2022,4/13/2022
WN2862,Southwest Airlines,Los Angeles International,Los Angeles,USA,São Paulo/Guarulhos International,São Paulo,13,3/23/2022,7/26/2022
SQ6788,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,4,3/31/2022,7/12/2022
WN2179,Southwest Airlines,Los Angeles International,Los Angeles,USA,Cairo International,Cairo,21,5/18/2022,10/26/2022
SK7366,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,5,5/28/2022,1/28/2022
DL9764,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,21,12/2/2022,6/12/2022
DL6952,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,4,11/10/2022,11/15/2022
TG9872,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,1,12/1/2022,10/9/2022
QF1731,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,1,8/15/2022,11/28/2022
IB3680,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,22,11/12/2022,9/17/2022
QR3221,Qatar Airways,Hamad International,Doha,Qatar,Vienna International,Vienna,18,12/16/2022,5/9/2022
SA1444,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Incheon International,Seoul,8,4/18/2022,11/17/2022
QF6081,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,15,11/15/2022,8/19/2022
SK9731,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,19,7/20/2022,1/2/2022
NH6128,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,2,3/15/2022,10/15/2022
CX3392,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,21,1/29/2022,11/29/2022
SA4189,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,12,5/5/2022,4/20/2022
SA7414,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Logan International,Boston,7,7/2/2022,6/9/2022
SK1678,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,14,6/25/2022,10/9/2022
BA5635,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,24,2/23/2022,7/24/2022
IB1843,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,2,7/22/2022,3/8/2022
AV9554,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,2,11/6/2022,2/17/2022
SQ1339,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,13,1/7/2022,8/15/2022
QR1600,Qatar Airways,Hamad International,Doha,Qatar,Charles de Gaulle,Paris,9,8/4/2022,4/16/2022
LA4827,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Frankfurt Airport,Frankfurt,24,5/18/2022,6/8/2022
ET9389,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Hamad International,Doha,21,7/3/2022,10/31/2022
AM2211,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Dallas/Fort Worth International,Dallas,15,8/29/2022,10/9/2022
QR6223,Qatar Airways,Hamad International,Doha,Qatar,Amsterdam Airport Schiphol,Amsterdam,1,10/4/2022,5/24/2022
QR6840,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,18,12/14/2022,9/9/2022
CX8353,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,22,11/29/2022,1/15/2022
LA4585,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Frankfurt Airport,Frankfurt,2,12/16/2022,1/22/2022
BA7629,British Airways,Heathrow,London,UK,Cape Town International,Cape Town,3,4/4/2022,3/20/2022
LA9192,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Logan International,Boston,24,5/18/2022,2/26/2022
QF7760,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,4,6/3/2022,1/23/2022
IB4180,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,6,5/16/2022,12/26/2022
AV5220,Avianca,El Dorado International,Bogotá,Colombia,O'Hare International,Chicago,2,5/14/2022,5/17/2022
IB2744,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,14,7/21/2022,7/8/2022
AF2263,Air France,Charles de Gaulle,Paris,France,Adolfo Suárez Madrid–Barajas,Madrid,13,8/26/2022,1/29/2022
AM9818,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,19,7/17/2022,4/30/2022
IB3113,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Sydney Airport,Sydney,23,2/2/2022,8/16/2022
CX6670,Cathay Pacific,Hong Kong International,Hong Kong,China,Chhatrapati Shivaji International,Mumbai,21,4/4/2022,1/30/2022
QR4989,Qatar Airways,Hamad International,Doha,Qatar,Bole International,Addis Ababa,7,2/21/2022,1/10/2022
AI3110,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,12,5/27/2022,5/12/2022
EK9724,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,21,12/3/2022,1/11/2022
QF4285,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,10,1/5/2022,11/19/2022
SK9204,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,23,8/14/2022,5/25/2022
DL3432,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,4,7/9/2022,4/9/2022
LH7923,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Bole International,Addis Ababa,3,3/25/2022,2/4/2022
WN1985,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,11,11/21/2022,7/3/2022
QR4584,Qatar Airways,Hamad International,Doha,Qatar,Arturo Merino Benítez International,Santiago,19,8/22/2022,7/2/2022
KE7078,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,9,3/28/2022,12/3/2022
KE3818,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,1,2/2/2022,1/30/2022
AA3879,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,21,12/9/2022,4/13/2022
DL1452,Delta Air Lines,John F. Kennedy International,New York,USA,Frankfurt Airport,Frankfurt,11,1/18/2022,4/16/2022
UA8020,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,11,1/17/2022,6/30/2022
KE2074,Korean Air,Incheon International,Seoul,South Korea,Brisbane Airport,Brisbane,24,6/30/2022,4/5/2022
KL4070,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Arturo Merino Benítez International,Santiago,5,5/1/2022,2/17/2022
KE5476,Korean Air,Incheon International,Seoul,South Korea,Vancouver International,Vancouver,1,4/2/2022,4/5/2022
AZ8352,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,8,9/15/2022,2/26/2022
LA2548,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,19,10/18/2022,9/9/2022
SK9370,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,18,7/6/2022,2/24/2022
QF3832,Qantas,Sydney Airport,Sydney,Australia,Changi,Singapore,1,2/14/2022,8/13/2022
EK7843,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,10,5/31/2022,5/8/2022
DL3432,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,15,11/5/2022,4/10/2022
LA4585,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Frankfurt Airport,Frankfurt,18,7/28/2022,6/1/2022
QR7020,Qatar Airways,Hamad International,Doha,Qatar,São Paulo/Guarulhos International,São Paulo,4,5/24/2022,8/28/2022
CX3889,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,9,8/1/2022,7/18/2022
QF7333,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,24,8/30/2022,2/19/2022
LA7613,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,19,12/25/2022,5/4/2022
AF2783,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,20,6/4/2022,12/8/2022
AM9017,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Cape Town International,Cape Town,3,7/15/2022,1/14/2022
EK1649,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,16,2/8/2022,4/23/2022
BA2360,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,2,8/4/2022,11/5/2022
DL1126,Delta Air Lines,John F. Kennedy International,New York,USA,Ministro Pistarini International,Buenos Aires,7,6/1/2022,6/13/2022
QR2379,Qatar Airways,Hamad International,Doha,Qatar,Amsterdam Airport Schiphol,Amsterdam,20,9/15/2022,1/19/2022
SA2305,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,4,8/9/2022,7/3/2022
DL2308,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,24,12/9/2022,5/5/2022
DL8764,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,22,10/26/2022,1/22/2022
AI2223,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,15,1/14/2022,8/26/2022
AI8084,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,14,9/25/2022,2/19/2022
AC9727,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,5,8/19/2022,4/20/2022
KE5026,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,6,9/26/2022,10/17/2022
BA2312,British Airways,Heathrow,London,UK,Vienna International,Vienna,15,4/9/2022,9/14/2022
AM3793,Aeroméxico,Benito Juárez International,Mexico City,Mexico,O'Hare International,Chicago,1,6/6/2022,2/17/2022
AZ1471,Alitalia,Leonardo da Vinci International,Rome,Italy,Charles de Gaulle,Paris,24,9/26/2022,10/20/2022
QF4778,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,9,12/23/2022,7/31/2022
LA4242,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,1,2/21/2022,5/17/2022
QF6947,Qantas,Sydney Airport,Sydney,Australia,Haneda,Tokyo,19,10/30/2022,7/1/2022
SK2434,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,8,8/30/2022,11/24/2022
AC5659,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,12,4/3/2022,9/24/2022
CX4113,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,6,5/16/2022,3/22/2022
SQ4852,Singapore Airlines,Changi,Singapore,Singapore,Frankfurt Airport,Frankfurt,15,5/19/2022,10/27/2022
AC5199,Air Canada,Toronto Pearson,Toronto,Canada,Amsterdam Airport Schiphol,Amsterdam,17,1/3/2022,5/10/2022
AF5555,Air France,Charles de Gaulle,Paris,France,Hong Kong International,Hong Kong,16,12/23/2022,11/1/2022
DL8815,Delta Air Lines,John F. Kennedy International,New York,USA,Ministro Pistarini International,Buenos Aires,6,6/24/2022,4/20/2022
EK8649,Emirates,Dubai International,Dubai,UAE,Adolfo Suárez Madrid–Barajas,Madrid,8,3/2/2022,9/16/2022
NH6079,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,24,11/4/2022,11/12/2022
NH9924,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,7,8/28/2022,1/2/2022
LH3182,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,3,5/16/2022,7/10/2022
TG9872,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,12,12/14/2022,6/3/2022
SK7967,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,19,4/6/2022,1/20/2022
NZ8978,Air New Zealand,Auckland Airport,Auckland,New Zealand,Changi,Singapore,8,12/8/2022,1/11/2022
KE2501,Korean Air,Incheon International,Seoul,South Korea,Haneda,Tokyo,11,6/22/2022,7/22/2022
AA4201,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,17,4/3/2022,6/22/2022
WN9021,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,9,8/14/2022,8/7/2022
AZ3815,Alitalia,Leonardo da Vinci International,Rome,Italy,Frankfurt Airport,Frankfurt,14,7/10/2022,8/4/2022
QF7073,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,17,10/9/2022,11/12/2022
AI2516,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,7,10/11/2022,12/23/2022
AC7018,Air Canada,Toronto Pearson,Toronto,Canada,John F. Kennedy International,New York,16,8/9/2022,11/11/2022
AA6513,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,15,7/1/2022,2/8/2022
AI8128,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,12,12/4/2022,4/1/2022
IB5615,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,13,1/1/2022,3/16/2022
NH5575,All Nippon Airways,Haneda,Tokyo,Japan,Incheon International,Seoul,12,5/19/2022,12/4/2022
ET6593,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,Changi,Singapore,15,8/29/2022,12/13/2022
IB2276,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,15,2/22/2022,10/14/2022
DL4026,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,10,12/27/2022,6/16/2022
UA6595,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,19,2/9/2022,11/15/2022
QF3037,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,18,10/25/2022,4/10/2022
WN7726,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,10,1/8/2022,11/4/2022
NZ9369,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,10,4/10/2022,12/15/2022
CX9990,Cathay Pacific,Hong Kong International,Hong Kong,China,Changi,Singapore,15,7/2/2022,10/15/2022
KL7515,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,Charles de Gaulle,Paris,23,8/25/2022,4/16/2022
NZ5451,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,22,12/29/2022,4/15/2022
KE5876,Korean Air,Incheon International,Seoul,South Korea,Amsterdam Airport Schiphol,Amsterdam,22,6/13/2022,6/9/2022
AC7769,Air Canada,Toronto Pearson,Toronto,Canada,Miami International,Miami,21,5/10/2022,6/26/2022
NH5222,All Nippon Airways,Haneda,Tokyo,Japan,Bole International,Addis Ababa,15,12/21/2022,4/14/2022
SK7366,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,4,7/17/2022,6/15/2022
AI2096,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,16,9/6/2022,6/30/2022
SA6582,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,21,8/3/2022,12/28/2022
SK1612,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,21,10/25/2022,8/7/2022
CX1532,Cathay Pacific,Hong Kong International,Hong Kong,China,Beijing Capital International,Beijing,5,9/25/2022,5/14/2022
IB3042,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Vienna International,Vienna,19,1/27/2022,3/20/2022
UA5552,United Airlines,Los Angeles International,Los Angeles,USA,Hong Kong International,Hong Kong,22,12/29/2022,2/28/2022
LA3671,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,Ministro Pistarini International,Buenos Aires,20,10/28/2022,1/15/2022
SK3845,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,Charles de Gaulle,Paris,3,6/20/2022,3/24/2022
IB2507,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,Charles de Gaulle,Paris,14,1/24/2022,8/29/2022
EK7708,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,3,12/8/2022,5/1/2022
AI1429,Air India,Indira Gandhi International,Delhi,India,Dubai International,Dubai,19,2/1/2022,11/23/2022
AM2164,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Heathrow,London,5,8/16/2022,12/3/2022
TG3277,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,10,11/12/2022,12/3/2022
AA1540,American Airlines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,18,12/4/2022,12/25/2022
WN3907,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,23,9/15/2022,11/11/2022
EK9198,Emirates,Dubai International,Dubai,UAE,Hamad International,Doha,14,11/12/2022,12/4/2022
BA9018,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,16,1/16/2022,9/17/2022
BA8817,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,21,6/29/2022,6/28/2022
EK2645,Emirates,Dubai International,Dubai,UAE,Chhatrapati Shivaji International,Mumbai,15,11/2/2022,1/11/2022
UA7147,United Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,16,1/30/2022,1/26/2022
TG5949,Thai Airways,Suvarnabhumi,Bangkok,Thailand,Changi,Singapore,10,8/28/2022,6/29/2022
DL1887,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,14,4/12/2022,1/19/2022
AF4902,Air France,Charles de Gaulle,Paris,France,Frankfurt Airport,Frankfurt,17,1/1/2022,1/8/2022
NH2177,All Nippon Airways,Haneda,Tokyo,Japan,Amsterdam Airport Schiphol,Amsterdam,12,11/23/2022,6/6/2022
WN2195,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,6,11/21/2022,12/30/2022
SA9741,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Charles de Gaulle,Paris,9,1/21/2022,12/3/2022
EK8568,Emirates,Dubai International,Dubai,UAE,Chhatrapati Shivaji International,Mumbai,10,3/17/2022,4/18/2022
DL2657,Delta Air Lines,John F. Kennedy International,New York,USA,Hartsfield-Jackson Atlanta,Atlanta,8,8/10/2022,3/4/2022
NZ7946,Air New Zealand,Auckland Airport,Auckland,New Zealand,Sydney Airport,Sydney,15,6/18/2022,2/28/2022
SA4231,South African Airways,O.R. Tambo International,Johannesburg,South Africa,Zurich Airport,Zurich,2,3/29/2022,5/10/2022
BA2913,British Airways,Heathrow,London,UK,Charles de Gaulle,Paris,2,11/19/2022,6/10/2022
WN5430,Southwest Airlines,Los Angeles International,Los Angeles,USA,San Francisco International,San Francisco,8,4/26/2022,3/28/2022
AM6207,Aeroméxico,Benito Juárez International,Mexico City,Mexico,Incheon International,Seoul,17,5/23/2022,10/2/2022
QF3964,Qantas,Sydney Airport,Sydney,Australia,Melbourne Airport,Melbourne,20,8/4/2022,10/30/2022
AI1923,Air India,Indira Gandhi International,Delhi,India,Chhatrapati Shivaji International,Mumbai,12,9/6/2022,1/13/2022
CX6312,Cathay Pacific,Hong Kong International,Hong Kong,China,Vienna International,Vienna,13,8/10/2022,12/30/2022
SQ5766,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,8,9/23/2022,2/23/2022
NZ3376,Air New Zealand,Auckland Airport,Auckland,New Zealand,Brisbane Airport,Brisbane,6,1/17/2022,7/9/2022
SQ4171,Singapore Airlines,Changi,Singapore,Singapore,Beijing Capital International,Beijing,13,10/18/2022,7/17/2022
LH6269,Lufthansa,Frankfurt Airport,Frankfurt,Germany,Charles de Gaulle,Paris,14,12/10/2022,3/19/2022
